raceId,year,name,driverId,constructorId,fastestLapTime,fastestLapSpeed,stringTime,FullName
1024.0,2019.0,Singapore Grand Prix,825.0,210.0,1:42.301,178.168,142301.0,Kevin Magnussen
1028.0,2019.0,United States Grand Prix,844.0,6.0,1:36.169,206.374,136169.0,Charles Leclerc
1027.0,2019.0,Mexican Grand Prix,844.0,6.0,1:19.232,195.557,119232.0,Charles Leclerc
1011.0,2019.0,Bahrain Grand Prix,844.0,6.0,1:33.411,208.575,133411.0,Charles Leclerc
1013.0,2019.0,Azerbaijan Grand Prix,844.0,6.0,1:43.009,209.795,143009.0,Charles Leclerc
1076.0,2022.0,Australian Grand Prix,844.0,6.0,1:20.260,236.74,120260.0,Charles Leclerc
1075.0,2022.0,Saudi Arabian Grand Prix,844.0,6.0,1:31.634,242.556,131634.0,Charles Leclerc
1074.0,2022.0,Bahrain Grand Prix,844.0,6.0,1:34.570,206.018,134570.0,Charles Leclerc
1012.0,2019.0,Chinese Grand Prix,842.0,9.0,1:34.742,207.126,134742.0,Pierre Gasly
1015.0,2019.0,Monaco Grand Prix,842.0,9.0,1:14.279,161.73,114279.0,Pierre Gasly
1062.0,2021.0,Hungarian Grand Prix,842.0,213.0,1:18.394,201.183,118394.0,Pierre Gasly
1046.0,2020.0,Sakhir Grand Prix,847.0,131.0,0:55.404,230.214,55404.0,George Russell
1095.0,2022.0,Brazilian Grand Prix,847.0,131.0,1:13.785,210.237,113785.0,George Russell
1094.0,2022.0,Mexico City Grand Prix,847.0,131.0,1:20.153,193.31,120153.0,George Russell
1093.0,2022.0,United States Grand Prix,847.0,131.0,1:38.788,200.902,138788.0,George Russell
1091.0,2022.0,Singapore Grand Prix,847.0,131.0,1:46.458,171.211,146458.0,George Russell
1101.0,2023.0,Azerbaijan Grand Prix,847.0,131.0,1:43.370,209.062,143370.0,George Russell
1044.0,2020.0,Turkish Grand Prix,846.0,1.0,1:36.806,198.508,136806.0,Lando Norris
1031.0,2020.0,Austrian Grand Prix,846.0,1.0,1:07.475,230.378,107475.0,Lando Norris
1066.0,2021.0,Russian Grand Prix,846.0,1.0,1:37.423,216.096,137423.0,Lando Norris
1096.0,2022.0,Abu Dhabi Grand Prix,846.0,1.0,1:28.391,215.085,128391.0,Lando Norris
1080.0,2022.0,Monaco Grand Prix,846.0,1.0,1:14.693,160.834,114693.0,Lando Norris
1032.0,2020.0,Styrian Grand Prix,832.0,1.0,1:05.619,236.894,105619.0,Carlos Sainz
1085.0,2022.0,French Grand Prix,832.0,6.0,1:35.781,219.575,135781.0,Carlos Sainz
1082.0,2022.0,Canadian Grand Prix,832.0,6.0,1:15.749,207.258,115749.0,Carlos Sainz
1092.0,2022.0,Japanese Grand Prix,855.0,51.0,1:44.411,200.22,144411.0,Guanyu Zhou
1098.0,2023.0,Bahrain Grand Prix,855.0,51.0,1:33.996,207.276,133996.0,Guanyu Zhou
